Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;1//3;PPA;CrsPA;PrgP;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Lost;Blocks;Sh;Pass;Int;Tkl+Int;Clr;Err;Touches;Def Pen;Def 3rd;Mid 3rd;Att 3rd;Att Pen;Live;Att;Succ;Succ%;Tkld;Tkld%;Carries;TotDist;PrgDist;PrgC;1//3;CPA;Mis;Dis;Rec;PrgR;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;Int;TklW;PKwon;PKcon;OG;Recov;Won;Lost;Won%
2128;Niccolò Pisilli;ITA;MF;Roma;Serie A;19;2004;28;11;1,227;13.6;2;1;3;2;0;0;7;0;2.7;2.7;0.7;3.4;22;63;44;0.15;0.07;0.22;0.15;0.22;0.20;0.05;0.25;0.20;0.25;27;7;25.9;1.98;0.51;0.07;0.29;18.1;0;0;0;2.7;2.7;0.10;-0.7;-0.7;471;564;83.5;7869;1905;218;246;88.6;208;237;87.8;34;53;64.2;1;0.7;1.0;+0.3;10;67;8;2;63;35;2.57;27;0;1;3;3;1;5;0.37;4;0;0;1;0;0;24;11;11;8;5;12;22;54.5;10;14;3;11;11;35;16;0;718;19;101;417;205;34;718;14;5;35.7;6;42.9;389;1888;921;22;16;6;27;15;507;44;7;0;0;19;13;1;10;11;11;0;0;0;58;3;21;12.5
2129;Damián Pizarro;CHI;FW,MF;Udinese;Serie A;19;2005;2;0;16;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;2;3;66.7;25;0;2;3;66.7;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;3;0;0;2;1;0;3;0;0;;0;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0
2136;Alfie Pond;ENG;DF;Wolves; Premier League;20;2004;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;1;100.0;23;0;0;0;;1;1;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;;0;;1;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2150;David Preu;GER;MF,DF;Union Berlin;Bundesliga;19;2004;5;1;121;1.3;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;1;3;9;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.10;0.10;0.10;2;0;0.0;1.49;0.00;0.00;;16.3;0;0;0;0.1;0.1;0.07;-0.1;-0.1;20;37;54.1;323;131;11;16;68.8;8;14;57.1;1;5;20.0;0;0.0;0.0;0.0;0;2;1;0;3;4;2.98;1;1;2;0;0;0;0;0.00;0;0;0;0;0;0;1;1;0;1;0;0;2;0.0;2;4;2;2;0;1;2;0;63;5;16;26;21;2;63;7;2;28.6;4;57.1;31;98;47;1;1;1;4;2;32;9;1;0;0;1;1;1;4;0;1;0;0;0;4;0;3;0.0
2156;Diego Pugno;ITA;FW;Juventus;Serie A;18;2006;1;0;7;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.76;0.76;0.00;0.76;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;2;2;100.0;28;0;2;2;100.0;0;0;;0;0;;0;0.1;0.0;-0.1;1;0;0;0;0;1;12.86;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;4;0;0;2;3;0;4;1;0;0.0;1;100.0;2;5;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0.0
2167;Antonio Raimondo;ITA;FW,DF;Venezia;Serie A;20;2004;9;0;94;1.0;0;0;0;0;0;0;0;0;0.3;0.3;0.1;0.4;2;2;7;0.00;0.00;0.00;0.00;0.00;0.31;0.09;0.40;0.31;0.40;1;1;100.0;0.96;0.96;0.00;0.00;4.4;0;0;0;0.3;0.3;0.32;-0.3;-0.3;17;26;65.4;200;48;12;17;70.6;4;7;57.1;0;0;;0;0.1;0.2;-0.1;1;0;0;0;2;2;1.91;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;1;1;1;0;0;0;;0;0;0;0;0;2;0;1;34;0;2;15;19;5;34;0;0;;0;;21;93;37;2;4;1;5;3;28;7;0;0;0;2;1;1;1;0;1;0;0;0;4;1;6;14.3
2171;Jacobo Ramón;ESP;DF;Real Madrid;La Liga;19;2005;3;2;204;2.3;1;0;1;1;0;0;1;0;0.2;0.2;0.2;0.4;0;1;2;0.44;0.00;0.44;0.44;0.44;0.07;0.09;0.16;0.07;0.16;2;1;50.0;0.88;0.44;0.50;1.00;9.5;0;0;0;0.2;0.2;0.08;+0.8;+0.8;84;90;93.3;1402;513;37;40;92.5;42;43;97.7;4;4;100.0;0;0.2;0.0;-0.2;1;3;0;0;1;4;1.76;3;0;0;1;0;0;0;0.00;0;0;0;0;0;0;7;3;4;3;0;2;2;100.0;0;1;0;1;3;10;8;2;117;9;57;53;9;3;117;0;0;;0;;59;264;126;0;0;0;2;1;71;2;1;0;0;2;1;0;0;3;3;0;0;0;5;8;7;53.3
2191;Remy Rees-Dottin;ENG;FW;Bournemouth; Premier League;18;2006;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2195;Vitor Reis;BRA;DF;Manchester City; Premier League;18;2006;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;2;2;100.0;50;10;0;0;;2;2;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;1;0;3;1;2;1;0;0;3;1;1;100.0;0;0.0;2;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2200;Daniel Requena;ESP;MF;Villarreal;La Liga;20;2004;1;0;10;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;4;5;80.0;48;9;3;3;100.0;1;1;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;5;0;0;4;1;1;5;0;0;;0;;2;10;9;0;0;0;0;0;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
2201;Guillaume Restes;FRA;GK;Toulouse;Ligue 1;19;2005;29;29;2,543;28.3;0;1;1;0;0;0;2;0;0.0;0.0;0.1;0.1;0;0;0;0.00;0.04;0.04;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;587;811;72.4;14175;9705;147;148;99.3;301;305;98.7;135;352;38.4;1;0.1;0.0;+0.9;1;6;0;0;0;3;0.11;3;0;0;0;0;0;1;0.04;1;0;0;0;0;0;2;1;2;0;0;2;3;66.7;1;0;0;0;1;3;16;1;867;650;856;9;2;0;867;1;0;0.0;1;100.0;522;2494;1374;0;0;0;2;0;438;0;2;0;0;1;2;0;0;1;1;0;1;0;50;0;1;0.0
2218;Alberto Risco;ESP;MF,FW;Getafe;La Liga;18;2005;5;0;69;0.8;0;0;0;0;0;0;0;0;0.2;0.2;0.1;0.3;3;3;6;0.00;0.00;0.00;0.00;0.00;0.22;0.19;0.41;0.22;0.41;4;1;25.0;5.22;1.30;0.00;0.00;21.1;0;0;0;0.2;0.2;0.04;-0.2;-0.2;25;34;73.5;340;98;15;18;83.3;6;8;75.0;2;4;50.0;0;0.1;0.2;-0.1;4;1;4;3;3;6;7.71;5;0;0;1;0;0;0;0.00;0;0;0;0;0;0;4;4;2;0;2;1;6;16.7;5;2;0;2;0;4;0;0;57;0;7;17;34;5;57;6;1;16.7;5;83.3;32;153;79;3;3;2;5;4;33;6;0;0;0;1;2;0;4;0;4;0;0;0;5;1;3;25.0
2221;Gorka Rivera Alonso;ESP;DF,MF;Getafe;La Liga;19;2004;1;0;20;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;5;11;45.5;94;27;1;2;50.0;4;7;57.1;0;2;0.0;0;0.0;0.0;0.0;0;1;0;0;1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;0;0;2;0;2;2;100.0;0;0;0;0;0;2;0;0;17;0;7;8;2;0;17;2;0;0.0;1;50.0;5;23;5;0;0;0;2;0;5;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0.0
2225;Jay Robinson;ENG;MF,FW;Southampton; Premier League;17;2007;4;1;137;1.5;0;0;0;0;0;0;0;0;0.0;0.0;0.7;0.7;3;1;10;0.00;0.00;0.00;0.00;0.00;0.03;0.44;0.47;0.03;0.47;1;1;100.0;0.66;0.66;0.00;0.00;13.2;0;0;0;0.0;0.0;0.05;0.0;0.0;23;34;67.6;264;100;14;17;82.4;6;8;75.0;1;4;25.0;0;0.7;0.5;-0.7;3;1;1;0;1;8;5.26;4;0;3;1;0;0;1;0.66;0;0;0;1;0;0;4;1;3;0;1;1;1;100.0;0;0;0;0;0;4;1;0;54;4;15;18;22;5;54;11;6;54.5;5;45.5;33;188;92;3;2;1;1;6;29;10;0;0;0;3;1;0;1;0;1;0;0;0;12;0;1;0.0
2230;Alejandro Rodriguez;POR;MF;Lyon;Ligue 1;16;2008;1;0;20;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;2;50.0;16;0;0;0;;1;1;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;8;0;0;1;7;4;8;0;0;;0;;1;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3;0.0
2231;Álvaro Rodríguez;URU;FW;Getafe;La Liga;20;2004;22;7;852;9.5;2;0;2;2;0;0;6;0;1.2;1.2;0.3;1.5;6;13;50;0.21;0.00;0.21;0.21;0.21;0.13;0.03;0.16;0.13;0.16;25;10;40.0;2.64;1.06;0.08;0.20;16.8;0;0;0;1.2;1.2;0.05;+0.8;+0.8;110;239;46.0;1496;344;71;122;58.2;30;70;42.9;4;12;33.3;0;0.3;0.4;-0.3;5;15;2;1;13;16;1.69;9;0;4;2;1;0;0;0.00;0;0;0;0;0;0;10;7;0;7;3;5;10;50.0;5;23;0;23;3;13;12;0;415;15;27;194;204;55;415;33;16;48.5;15;45.5;186;735;221;6;13;2;37;20;300;50;6;0;0;30;19;6;5;3;7;0;0;0;31;104;84;55.3
2233;Arturo Rodríguez;ESP;FW;Las Palmas;La Liga;17;2006;1;0;21;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;5;7;71.4;56;0;4;4;100.0;1;2;50.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;11;0;0;3;8;2;11;1;0;0.0;1;100.0;7;37;11;1;0;1;0;0;8;2;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0.0
2236;Daniel Rodriguez;ESP;FW;Barcelona;La Liga;18;2005;1;1;37;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;4;2;9;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.06;0.06;0.06;2;0;0.0;4.86;0.00;0.00;;22.2;0;0;0;0.0;0.0;0.01;0.0;0.0;15;20;75.0;202;28;9;11;81.8;6;8;75.0;0;1;0.0;0;0.0;0.0;0.0;0;0;2;0;2;2;4.86;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1;0;1;0;0;0;0;25;0;0;2;23;3;25;1;0;0.0;0;0.0;20;154;110;4;0;2;3;0;23;9;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;
2240;Jesus Rodríguez;ESP;FW;Betis;La Liga;18;2005;21;15;1,111;12.3;2;0;2;2;0;0;0;0;2.3;2.3;0.2;2.5;53;35;99;0.16;0.00;0.16;0.16;0.16;0.18;0.02;0.20;0.18;0.20;23;8;34.8;1.86;0.65;0.09;0.25;17.9;0;0;0;2.3;2.3;0.10;-0.3;-0.3;241;331;72.8;3111;935;158;194;81.4;57;79;72.2;9;13;69.2;0;0.2;0.7;-0.2;8;15;19;2;35;34;2.75;17;0;8;2;7;0;5;0.41;3;0;0;1;1;0;16;14;6;6;4;5;18;27.8;13;16;0;16;6;22;3;0;532;5;47;212;284;69;532;84;30;35.7;46;54.8;361;2868;1506;53;36;39;38;20;381;99;0;0;0;17;38;2;18;6;14;1;0;0;58;3;8;27.3
2253;Luka Romero;ARG;FW,MF;Alavés;La Liga;19;2004;6;2;199;2.2;0;0;0;0;0;1;0;0;0.8;0.0;0.2;0.2;3;0;12;0.00;0.00;0.00;0.00;0.00;0.37;0.08;0.45;0.01;0.09;1;0;0.0;0.45;0.00;0.00;;38.7;0;0;1;0.8;0.0;0.02;-0.8;0.0;34;49;69.4;515;110;18;24;75.0;14;14;100.0;1;8;12.5;0;0.2;0.4;-0.2;4;0;1;1;0;8;3.62;4;1;1;0;1;1;1;0.45;1;0;0;0;0;0;4;4;1;1;2;2;3;66.7;1;2;0;2;1;5;0;0;69;0;5;28;37;5;68;3;1;33.3;1;33.3;42;256;69;3;1;1;5;7;45;12;0;0;0;3;3;1;10;1;4;1;0;0;9;2;4;33.3
2257;Vitor Roque;BRA;FW;Betis;La Liga;19;2005;22;14;1,235;13.7;4;0;4;4;0;0;4;0;6.1;6.1;1.2;7.3;24;17;57;0.29;0.00;0.29;0.29;0.29;0.44;0.09;0.53;0.44;0.53;41;18;43.9;2.99;1.31;0.10;0.22;14.5;0;0;0;6.1;6.1;0.15;-2.1;-2.1;142;195;72.8;1986;451;73;96;76.0;49;61;80.3;6;8;75.0;0;1.2;0.7;-1.2;12;4;10;3;17;34;2.48;19;0;5;5;5;0;4;0.29;0;0;0;1;3;0;11;6;1;6;4;1;5;20.0;4;5;0;5;7;18;4;0;365;3;27;167;179;57;365;39;10;25.6;25;64.1;213;1250;554;24;14;16;41;35;239;57;4;0;0;30;30;5;6;7;6;2;0;0;35;15;29;34.1
2262;Tom Rothe;GER;DF,MF;Union Berlin;Bundesliga;19;2004;26;19;1,67;18.6;3;3;6;3;0;0;4;1;1.8;1.8;1.3;3.1;25;50;91;0.16;0.16;0.32;0.16;0.32;0.10;0.07;0.17;0.10;0.17;23;9;39.1;1.24;0.49;0.13;0.33;11.7;0;0;0;1.8;1.8;0.08;+1.2;+1.2;547;803;68.1;8464;3573;317;372;85.2;179;262;68.3;39;101;38.6;3;1.3;1.5;+1.7;12;34;15;8;50;35;1.89;24;5;0;3;3;0;7;0.38;4;1;0;1;1;0;45;28;27;15;3;29;51;56.9;22;41;5;36;18;63;57;1;1074;65;324;411;342;38;1074;20;5;25.0;15;75.0;456;2080;889;25;11;3;23;31;522;91;4;1;0;25;11;2;46;18;28;1;0;0;77;43;44;49.4
2265;Jonas Rouhi;SWE;DF;Juventus;Serie A;20;2004;5;1;210;2.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;9;7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;126;159;79.2;2022;643;63;67;94.0;55;69;79.7;7;16;43.8;0;0.0;0.0;0.0;0;9;0;0;9;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;4;1;1;3;0;0;1;0.0;1;2;0;2;3;7;2;0;192;4;63;97;33;2;192;5;2;40.0;3;60.0;84;414;158;1;2;0;5;5;118;7;0;0;0;4;2;0;3;3;1;0;0;0;15;0;4;0.0
2270;Tommaso Rubino;ITA;MF;Fiorentina;Serie A;17;2006;1;0;8;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.53;0.53;0.00;0.53;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;1;3;33.3;22;19;0;0;;1;3;33.3;0;0;;0;0.0;0.1;0.0;1;0;0;0;1;1;11.25;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;1;0.0;1;0;0;0;0;0;0;0;3;0;1;2;0;0;3;0;0;;0;;3;5;4;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;
2296;Richie Sagrado;BEL;DF;Venezia;Serie A;20;2004;3;3;140;1.6;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;0;2;5;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.03;0.03;0.03;1;0;0.0;0.64;0.00;0.00;;23.2;0;0;0;0.1;0.1;0.05;-0.1;-0.1;24;31;77.4;291;114;17;19;89.5;7;9;77.8;0;3;0.0;0;0.0;0.0;0.0;0;2;0;0;2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;2;2;1;1;0;1;1;100.0;0;1;0;1;3;5;4;0;46;4;16;20;11;0;46;0;0;;0;;21;93;55;0;0;0;3;0;24;5;1;0;0;2;2;0;0;3;2;0;0;0;6;2;0;100.0
2301;Faik Sakar;GER;MF;RB Leipzig;Bundesliga;16;2008;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2308;Jan Salas;ESP;MF,FW;Mallorca;La Liga;18;2005;4;0;43;0.5;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;1;4;4;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.12;0.12;0.12;2;0;0.0;4.19;0.00;0.00;;22.9;0;0;0;0.1;0.1;0.03;-0.1;-0.1;20;26;76.9;275;70;10;11;90.9;9;11;81.8;0;0;;0;0.0;0.1;0.0;0;4;1;0;4;1;2.09;0;0;0;1;0;0;0;0.00;0;0;0;0;0;0;3;1;2;1;0;2;2;100.0;0;0;0;0;0;3;0;0;32;1;10;13;9;0;32;0;0;;0;;13;83;69;1;1;0;1;0;21;4;0;0;0;0;3;0;1;0;1;0;0;0;2;1;0;100.0
2323;Chuky san jose;ESP;MF;Valladolid;La Liga;20;2004;18;9;728;8.1;2;0;2;2;0;0;1;0;2.2;2.2;1.2;3.4;6;15;27;0.25;0.00;0.25;0.25;0.25;0.28;0.15;0.42;0.28;0.42;16;7;43.8;1.98;0.87;0.13;0.29;19.3;0;0;0;2.2;2.2;0.14;-0.2;-0.2;112;163;68.7;1897;530;59;72;81.9;35;48;72.9;15;29;51.7;0;1.2;1.5;-1.2;8;10;5;3;15;15;1.86;9;3;1;0;2;0;2;0.25;0;0;1;0;1;0;8;2;3;3;2;2;9;22.2;7;4;1;3;0;8;4;0;232;5;37;107;89;12;232;9;4;44.4;5;55.6;107;481;251;6;5;1;14;5;145;27;1;0;0;3;10;4;24;0;2;0;0;0;20;2;10;16.7
2339;Nhoa Sangui;FRA;DF,MF;Reims;Ligue 1;18;2006;26;10;1,158;12.9;0;2;2;0;0;0;3;0;0.1;0.1;0.5;0.6;21;45;53;0.00;0.16;0.16;0.00;0.16;0.01;0.04;0.05;0.01;0.05;3;0;0.0;0.23;0.00;0.00;;24.5;0;0;0;0.1;0.1;0.03;-0.1;-0.1;510;608;83.9;7468;2154;297;316;94.0;172;204;84.3;20;42;47.6;2;0.5;0.5;+1.5;5;42;4;2;45;18;1.40;14;2;2;0;0;0;5;0.39;3;1;1;0;0;0;16;9;6;6;4;9;12;75.0;3;8;4;4;8;24;23;0;708;30;221;330;165;9;708;19;10;52.6;8;42.1;362;2006;1092;21;17;3;17;15;440;53;3;0;0;9;8;0;16;8;9;0;0;0;64;6;12;33.3
2346;Jesús Santiago;ESP;MF;Getafe;La Liga;20;2004;19;4;372;4.1;0;0;0;0;0;0;5;0;0.0;0.0;0.0;0.0;4;16;4;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01;1;0;0.0;0.24;0.00;0.00;;22.9;0;0;0;0.0;0.0;0.02;0.0;0.0;99;136;72.8;1514;475;57;72;79.2;34;43;79.1;5;14;35.7;0;0.0;0.2;0.0;0;10;0;0;16;6;1.45;2;1;0;0;2;1;0;0.00;0;0;0;0;0;0;14;8;6;8;0;5;10;50.0;5;6;2;4;1;15;3;0;184;7;40;109;37;4;184;7;1;14.3;6;85.7;97;490;239;4;5;0;8;0;97;4;5;0;0;14;6;0;3;1;8;0;0;0;21;1;5;16.7
2347;Andrey Santos;BRA;MF;Strasbourg;Ligue 1;20;2004;32;32;2,855;31.7;10;3;13;10;0;0;8;0;5.1;5.1;3.3;8.4;29;149;26;0.32;0.09;0.41;0.32;0.41;0.16;0.10;0.27;0.16;0.27;46;16;34.8;1.45;0.50;0.22;0.63;16.2;0;0;0;5.1;5.1;0.11;+4.9;+4.9;1401;1588;88.2;23008;7859;659;726;90.8;647;708;91.4;77;96;80.2;3;3.3;2.0;-0.3;27;141;15;0;149;56;1.77;47;0;1;1;2;5;6;0.19;4;0;0;0;1;1;110;74;47;51;12;51;87;58.6;36;46;14;32;32;142;67;1;1983;108;634;1159;213;36;1983;37;18;48.6;14;37.8;1015;4117;2383;29;14;3;44;11;1276;26;8;0;0;29;63;0;0;32;74;1;1;0;188;37;24;60.7
2355;Mamadou Sarr;FRA;DF;Strasbourg;Ligue 1;18;2005;27;27;2,365;26.3;0;1;1;0;0;0;4;0;0.8;0.8;0.3;1.1;7;52;1;0.00;0.04;0.04;0.00;0.04;0.03;0.01;0.04;0.03;0.04;5;0;0.0;0.19;0.00;0.00;;6.7;0;0;0;0.8;0.8;0.16;-0.8;-0.8;1593;1699;93.8;29195;9910;553;566;97.7;927;962;96.4;104;144;72.2;1;0.3;0.3;+0.7;5;60;1;1;52;12;0.46;10;0;0;2;0;0;2;0.08;1;0;0;1;0;0;37;21;24;11;2;16;24;66.7;8;26;20;6;25;62;117;3;1953;247;1062;858;42;12;1953;19;10;52.6;9;47.4;1241;5333;2691;7;9;1;16;10;1464;1;4;0;0;29;11;0;1;25;21;0;1;0;98;30;29;50.8
2359;Sávio;BRA;FW,MF;Manchester City; Premier League;20;2004;29;21;1,766;19.6;1;8;9;1;0;0;3;0;5.0;5.0;6.9;11.9;137;67;246;0.05;0.41;0.46;0.05;0.46;0.26;0.35;0.61;0.26;0.61;55;21;38.2;2.80;1.07;0.02;0.05;17.6;1;0;0;5.0;5.0;0.09;-4.0;-4.0;692;856;80.8;10296;1727;423;470;90.0;227;283;80.2;31;56;55.4;8;6.9;6.1;+1.1;46;19;47;8;67;111;5.66;80;2;15;4;7;3;15;0.76;10;0;2;1;1;1;23;17;5;10;8;10;19;52.6;9;14;2;12;6;29;9;1;1095;14;55;286;774;154;1095;113;52;46.0;40;35.4;783;6489;3559;137;45;75;42;38;852;246;3;0;0;17;28;3;84;6;17;2;0;0;79;1;2;33.3
2365;Oliver Scarles;ENG;DF,FW;West Ham; Premier League;18;2005;15;7;665;7.4;0;0;0;0;0;0;1;0;0.1;0.1;0.1;0.2;12;22;44;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.03;0.01;0.03;3;0;0.0;0.41;0.00;0.00;;20.2;0;0;0;0.1;0.1;0.04;-0.1;-0.1;293;372;78.8;4388;1151;174;196;88.8;106;126;84.1;11;37;29.7;0;0.1;0.1;-0.1;2;10;5;1;22;6;0.81;6;0;0;0;0;0;0;0.00;0;0;0;0;0;0;21;11;17;3;1;14;22;63.6;8;14;2;12;11;32;26;0;466;32;159;179;133;9;466;7;2;28.6;5;71.4;219;871;483;12;9;2;12;3;272;44;1;0;0;5;3;1;15;11;11;0;0;0;34;6;6;50.0
