,Joueur,Nationalité,Position,Équipe,Compétition,Âge,Année de naissance,Matchs joués,Titularisations,Minutes jouées,Matchs en 90 min,Buts,Passes décisives,Buts + Passes D,Buts (sans penalty),Pénaltys marqués,Pénaltys tentés,Cartons jaunes,Cartons rouges,Buts attendus (xG),Buts attendus sans penalty,Passes décisives attendues (xAG),xG + xAG sans penalty,Courses progressives,Passes progressives,Réceptions progressives,Buts par 90 minutes,Passes décisives par 90 minutes,Buts + Passes décisives par 90 minutes,Buts hors penalty par 90 minutes,Buts + Passes décisives hors penalty par 90 minutes,Buts attendus par 90 minutes,Passes décisives attendues par 90 minutes,Somme des buts et passes attendues par 90 minutes,Buts attendus hors penalty par 90 minutes,Somme des buts et passes attendues hors penalty par 90 minutes,Équivalents 90 minutes joués,Actions menant à un tir,Actions menant à un tir par 90 minutes,Passes en jeu menant à un tir,"Passes arrêtées (coups francs, corners) menant à un tir",Dribbles réussis menant à un tir,Tirs ayant provoqué un autre tir,Fautes subies menant à un tir,Actions défensives menant à un tir,Actions menant à un but,Actions menant à un but par 90 minutes,Passes en jeu menant à un but,"Passes arrêtées (coups francs, corners) menant à un but",Dribbles réussis menant à un but,Tirs ayant provoqué un but,Fautes subies menant à un but,Actions défensives menant à un but,Passes réussies,Passes tentées,Pourcentage de passes réussies,Distance totale des passes,Distance progressive des passes,Passes courtes réussies,Passes courtes tentées,Pourcentage de passes courtes réussies,Passes moyennes réussies,Passes moyennes tentées,Pourcentage de passes moyennes réussies,Passes longues réussies,Passes longues tentées,Pourcentage de passes longues réussies,Passes décisives,Passes décisives attendues,Passes attendues (xA),Différence entre passes décisives réelles et attendues,Passes clés,Passes dans le dernier tiers,Passes dans la surface,Centres dans la surface,Passes progressives,Deuxième carton jaune,Fautes commises,Fautes subies,Hors-jeux,Centres tentés,Interceptions,Tacles gagnants,Penaltys provoqués,Penaltys concédés,Buts contre son camp,Ballons récupérés,Duels aériens gagnés,Duels aériens perdus,Pourcentage de duels aériens gagnés,Buts,Tirs,Tirs cadrés,Pourcentage de tirs cadrés,Tirs par 90 minutes,Tirs cadrés par 90 minutes,Buts par tir,Buts par tir cadré,Distance moyenne des tirs,Coups francs tentés,Penaltys marqués,Penaltys tentés,Buts attendus hors penalty par tir,Différence entre les buts marqués et les buts attendus,Différence entre les buts marqués hors penalty et les buts attendus hors penalty,Tacles réussis,Tacles gagnants,Tacles réussis dans le tiers défensif,Tacles réussis dans le tiers médian,Tacles réussis dans le tiers offensif,Duels défensifs gagnés,Duels défensifs disputés,Pourcentage de duels gagnés,Duels défensifs perdus,Total de blocs (tirs et passes),Tirs bloqués,Passes bloquées,Interceptions,Total de tacles et d’interceptions,Dégagements,Erreurs menant à un tir ou un but,Minutes jouées par match,Pourcentage de minutes jouées,Matches débutés en tant que titulaire,Minutes jouées par titularisation,Matches joués en intégralité,Nombre d’entrées en jeu,Minutes jouées par entrée en jeu,Matches passés sur le banc sans entrer en jeu,Points par match (PPM),Buts marqués par l’équipe lorsque le joueur est sur le terrain,Buts encaissés par l’équipe lorsque le joueur est sur le terrain,Différence de buts lorsque le joueur est sur le terrain,Différence de buts par 90 minutes,Impact du joueur sur la différence de buts par rapport au temps passé sur le terrain,xG de l’équipe lorsque le joueur est sur le terrain,xG concédés par l’équipe lorsque le joueur est sur le terrain,Différence xG lorsque le joueur est sur le terrain,Différence xG par 90 minutes,Impact du joueur sur la différence xG lorsqu’il est sur le terrain ou non,Touches de balle,Touches de balle dans la surface défensive,Touches de balle dans le tiers défensif,Touches de balle dans le tiers médian,Touches de balle dans le tiers offensif,Touches de balle dans la surface offensive,Touches de balle en jeu (hors coups de pied arrêtés),Dribbles tentés,Dribbles réussis,Pourcentage de dribbles réussis,Dribbles stoppés par l’adversaire,Pourcentage de dribbles stoppés,Portées de balle,Distance totale parcourue avec le ballon (en mètres),Distance progressive parcourue avec le ballon,Portées de balle progressives,Portées de balle jusqu’au dernier tiers du terrain,Portées de balle entrant dans la surface adverse,Ballons perdus en conduite,Ballons perdus sous la pression d’un adversaire,Passes reçues,Passes progressives reçues
1468,Iker Losada,ESP,MF,Betis,La Liga,23,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,9,14,16,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.21,0.13,0.21,3.7,8,2.14,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,107,142,75.4,1421,331,73,87,83.9,25,34,73.5,4,8,50.0,0,0.3,0.2,-0.3,6,4,5,1,14,0,1,2,0,4,3,7,0,0,0,19,3,4,42.9,0,5,1,20.0,1.34,0.27,0.00,0.00,18.5,0,0,0,0.10,-0.5,-0.5,10,7,2,4,4,5,10,50.0,5,2,0,2,3,13,2,0,34,13.3,3,67,0,7,19,11,1.50,4,8,-4,-1.07,-1.36,5.5,6.1,-0.7,-0.18,-0.55,180,1,30,73,80,6,180,6,2,33.3,4,66.7,101,569,294,9,6,1,6,5,130,16
1469,Anthony Losilla,FRA,MF,Bochum,Bundliga,39,1986,19,13,1083,12.0,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,3,42,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,12.0,18,1.49,17,0,0,0,1,0,1,0.08,1,0,0,0,0,0,294,386,76.2,4704,1771,131,160,81.9,127,161,78.9,18,37,48.6,0,0.4,0.6,-0.4,7,18,8,3,42,0,18,9,1,4,18,16,0,0,0,40,25,22,53.2,0,3,0,0.0,0.25,0.00,0.00,0,23.7,0,0,0,0.03,-0.1,-0.1,28,16,14,11,3,16,32,50.0,16,21,7,14,18,46,25,1,57,46.3,13,72,5,6,24,5,0.84,9,30,-21,-1.75,-1.46,12.4,23.8,-11.4,-0.94,-0.31,507,35,141,285,85,2,507,5,1,20.0,4,80.0,206,732,293,3,3,1,10,7,260,11
1470,Jordan Lotomba,SUI,MF,Nice,Ligue 1,26,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4,2,5.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,17,21,81.0,249,51,10,10,100.0,7,10,70.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,3,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1.5,0,0,0,2,18,0,0.50,0,1,-1,-2.57,-3.35,0.3,0.2,0.0,+0.08,-0.59,24,2,3,15,6,0,24,3,1,33.3,2,66.7,19,144,110,4,0,0,0,1,17,2
1471,Tom Louchet,FRA,DF,Nice,Ligue 1,21,2003,17,7,696,7.7,1,0,1,1,0,0,1,0,0.7,0.7,1.2,1.9,16,26,36,0.13,0.00,0.13,0.13,0.13,0.10,0.15,0.25,0.10,0.25,7.7,30,3.88,20,2,1,5,0,2,1,0.13,0,1,0,0,0,0,323,399,81.0,5026,1846,190,207,91.8,107,131,81.7,21,39,53.8,0,1.2,1.3,-1.2,14,24,9,2,26,0,8,8,0,33,16,14,0,0,0,30,9,3,75.0,1,11,4,36.4,1.42,0.52,0.09,0.25,18.9,1,0,0,0.07,+0.3,+0.3,24,14,15,4,5,16,18,88.9,2,11,4,7,16,40,17,0,41,29.7,7,80,3,10,13,5,2.06,17,10,+7,+0.91,+0.25,14.8,8.5,+6.4,+0.82,+0.24,512,22,147,209,159,22,512,12,4,33.3,7,58.3,209,942,519,16,8,3,10,7,280,36
1472,Sandi Lovrić,SVN,MF,Udinese,Serie A,26,1998,28,26,1916,21.3,2,3,5,2,0,0,4,0,2.3,2.3,3.1,5.4,51,102,60,0.09,0.14,0.23,0.09,0.23,0.11,0.14,0.25,0.11,0.25,21.3,70,3.29,43,16,2,5,3,1,10,0.47,6,2,0,0,2,0,630,794,79.3,11358,3257,259,288,89.9,275,331,83.1,75,132,56.8,3,3.1,2.2,-0.1,30,72,16,4,102,0,44,30,0,73,20,26,1,0,0,104,1,15,6.3,2,40,10,25.0,1.88,0.47,0.05,0.20,22.1,3,0,0,0.06,-0.3,-0.3,42,26,23,15,4,20,40,50.0,20,33,5,28,20,62,20,0,68,73.4,26,72,5,2,27,0,1.32,27,31,-4,-0.19,-0.19,21.1,28.4,-7.3,-0.34,-0.15,1057,30,198,550,329,33,1057,44,19,43.2,23,52.3,564,3555,1599,51,40,6,43,26,658,60
1473,Pol Lozano,ESP,MF,Espanyol,La Liga,25,1999,20,18,1417,15.7,0,0,0,0,0,0,9,0,0.1,0.1,0.5,0.6,11,80,10,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,15.7,31,1.95,23,6,0,0,0,2,1,0.06,1,0,0,0,0,0,512,613,83.5,9056,2947,220,247,89.1,230,266,86.5,48,71,67.6,0,0.5,0.7,-0.5,14,70,8,2,80,0,42,12,0,15,18,27,0,0,0,72,6,13,31.6,0,7,2,28.6,0.44,0.13,0.00,0.00,30.4,0,0,0,0.02,-0.1,-0.1,43,27,17,22,4,20,44,45.5,24,23,4,19,18,61,20,0,71,58.3,18,77,5,2,18,4,1.05,13,19,-6,-0.38,+0.24,9.2,20.3,-11.1,-0.70,+0.36,761,39,212,447,115,0,761,17,4,23.5,11,64.7,368,1942,928,11,10,0,12,12,428,10
1474,Lorenzo Lucca,ITA,FW,Udinese,Serie A,24,2000,28,23,1969,21.9,10,1,11,9,1,1,8,0,6.0,5.2,1.3,6.6,15,16,80,0.46,0.05,0.50,0.41,0.46,0.28,0.06,0.34,0.24,0.30,21.9,27,1.23,16,0,1,8,2,0,3,0.14,0,0,1,2,0,0,206,324,63.6,3271,340,99,162,61.1,75,101,74.3,17,23,73.9,1,1.3,0.3,-0.3,12,16,0,0,16,0,52,44,14,5,5,6,0,0,0,37,49,59,45.4,10,48,19,39.6,2.19,0.87,0.19,0.47,14.0,0,1,1,0.11,+4.0,+3.8,9,6,2,2,5,4,9,44.4,5,16,1,15,5,14,24,0,70,75.4,23,78,10,5,34,0,1.39,29,24,+5,+0.23,+1.49,21.5,29.4,-7.9,-0.36,-0.24,542,25,48,286,216,89,541,23,12,52.2,11,47.8,296,1368,435,15,16,9,58,25,404,80
1475,Jhon Lucumí,COL,DF,Bologna,Serie A,26,1998,24,22,1969,21.9,0,1,1,0,0,0,5,1,0.5,0.5,0.3,0.8,30,83,6,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.04,0.02,0.04,21.9,27,1.23,25,0,0,1,0,1,2,0.09,2,0,0,0,0,0,1433,1573,91.1,27152,8455,517,551,93.8,741,773,95.9,152,215,70.7,1,0.3,0.6,+0.7,7,90,0,0,83,0,17,7,0,3,19,19,0,1,0,131,32,30,51.6,0,11,2,18.2,0.50,0.09,0.00,0.00,11.7,0,0,0,0.05,-0.5,-0.5,34,19,18,16,0,18,28,64.3,10,26,13,13,19,53,67,3,82,75.4,22,86,19,2,42,2,1.92,39,24,+15,+0.69,+0.69,30.2,20.7,+9.5,+0.43,+0.01,1767,156,680,1031,67,17,1767,9,5,55.6,2,22.2,1140,6099,3335,30,17,0,10,3,1215,6
1476,Yannik Lührs,GER,DF,Dortmund,Bundliga,21,2003,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,1.4,2,1.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,152,166,91.6,2551,603,58,62,93.5,88,92,95.7,5,7,71.4,0,0.0,0.0,0.0,1,5,0,0,1,0,2,0,0,0,2,1,0,0,0,5,4,1,80.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,2,3,4,0,42,5.4,1,90,1,2,19,6,0.33,2,4,-2,-1.42,-1.66,1.4,2.5,-1.1,-0.77,-1.29,176,11,89,84,4,0,176,0,0,0,0,0,131,536,147,2,0,0,0,1,140,1
1477,José Luis Gayà,ESP,DF,Valencia,La Liga,29,1995,15,14,1146,12.7,0,1,1,0,0,0,4,0,0.6,0.6,2.1,2.6,20,42,110,0.00,0.08,0.08,0.00,0.08,0.04,0.16,0.21,0.04,0.21,12.7,28,2.20,26,1,1,0,0,0,4,0.31,4,0,0,0,0,0,498,647,77.0,8630,2808,239,270,88.5,205,249,82.3,49,103,47.6,1,2.1,2.4,-1.1,18,33,22,16,42,0,21,9,2,58,16,27,0,0,0,60,8,5,61.5,0,7,1,14.3,0.55,0.08,0.00,0.00,23.0,0,0,0,0.08,-0.6,-0.6,38,27,27,8,3,28,39,71.8,11,10,0,10,16,54,38,0,76,45.5,14,80,9,1,25,0,1.33,20,21,-1,-0.08,+0.84,16.7,15.4,+1.3,+0.10,+0.76,781,34,211,320,253,11,781,16,5,31.3,10,62.5,367,1706,883,20,22,3,11,1,456,110
1478,José Luis Palomino,ARG,DF,Cagliari,Serie A,35,1990,10,4,476,5.3,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,2,15,0,0.19,0.00,0.19,0.19,0.19,0.09,0.00,0.09,0.09,0.09,5.3,4,0.76,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,233,275,84.7,4717,1590,66,71,93.0,140,158,88.6,25,39,64.1,0,0.0,0.0,0.0,0,11,1,0,15,0,2,1,0,0,9,7,0,1,0,21,4,7,36.4,1,1,1,100.0,0.19,0.19,1.00,1.00,4.3,0,0,0,0.46,+0.5,+0.5,12,7,6,4,2,8,11,72.7,3,9,5,4,9,21,19,0,48,18.2,4,83,2,6,24,19,1.20,7,8,-1,-0.19,+0.44,6.5,9.9,-3.3,-0.63,-0.28,323,54,200,111,13,1,323,1,0,0.0,1,100.0,166,819,345,2,2,0,1,1,196,0
1479,Douglas Luiz,BRA,MF,Juventus,Serie A,26,1998,15,3,488,5.4,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.4,16,33,12,0.00,0.00,0.00,0.00,0.00,0.11,0.15,0.26,0.11,0.26,5.4,25,4.60,16,6,0,3,0,0,1,0.18,0,1,0,0,0,0,356,411,86.6,6449,1511,165,180,91.7,141,157,89.8,45,66,68.2,0,0.8,0.9,-0.8,13,18,8,1,33,0,12,6,0,23,2,8,0,1,0,28,5,3,62.5,0,7,2,28.6,1.29,0.37,0.00,0.00,18.3,0,0,0,0.09,-0.6,-0.6,12,8,7,4,1,6,9,66.7,3,4,1,3,2,14,4,0,33,18.7,3,82,2,12,20,2,1.87,6,4,+2,+0.37,-0.27,8.0,3.2,+4.8,+0.88,+0.51,450,12,83,248,123,8,450,13,10,76.9,3,23.1,252,1587,900,16,10,0,6,6,324,12
1480,Romelu Lukaku,BEL,FW,Napoli,Serie A,31,1993,27,26,2095,23.3,10,8,18,7,3,4,1,0,10.1,7.0,3.1,10.1,23,22,171,0.43,0.34,0.77,0.30,0.64,0.43,0.13,0.57,0.30,0.43,23.3,58,2.49,50,0,0,6,2,0,12,0.52,12,0,0,0,0,0,274,385,71.2,3282,435,169,210,80.5,72,100,72.0,6,12,50.0,8,3.1,1.9,+4.9,28,11,4,0,22,0,34,32,17,2,0,2,0,0,0,29,28,35,44.4,10,42,15,35.7,1.80,0.64,0.17,0.47,14.4,1,3,4,0.17,-0.1,0.0,3,2,0,1,2,1,4,25.0,3,4,2,2,0,3,11,0,78,80.3,26,79,4,1,29,0,2.15,39,16,+23,+0.99,+1.16,32.1,16.2,+15.9,+0.68,+0.11,548,12,25,229,297,106,544,19,4,21.1,13,68.4,294,1226,478,23,10,18,43,39,447,171
1481,Castello Lukeba,FRA,DF,RB Leipzig,Bundliga,22,2002,16,12,1023,11.4,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,9,44,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,11.4,11,0.97,10,0,1,0,0,0,1,0.09,1,0,0,0,0,0,725,826,87.8,12397,5138,326,354,92.1,348,381,91.3,44,70,62.9,0,0.2,0.3,-0.2,3,52,4,1,44,0,7,8,0,5,11,11,0,0,0,45,17,11,60.7,0,4,1,25.0,0.35,0.09,0.00,0.00,15.6,0,0,0,0.10,-0.4,-0.4,24,11,11,10,3,10,14,71.4,4,18,8,10,11,35,48,0,64,43.7,12,80,6,4,15,1,1.81,21,12,+9,+0.79,+0.86,16.8,13.3,+3.5,+0.30,+0.80,958,93,388,521,56,9,958,13,8,61.5,3,23.1,558,2236,1266,9,8,0,16,5,685,6
1482,Dodi Lukebakio,BEL,FW,Sevilla,La Liga,27,1997,28,27,2341,26.0,11,1,12,10,1,1,2,0,7.7,6.9,2.7,9.6,108,69,189,0.42,0.04,0.46,0.38,0.42,0.30,0.10,0.40,0.27,0.37,26.0,92,3.54,49,13,18,5,6,1,6,0.23,4,0,2,0,0,0,597,809,73.8,9506,2103,348,397,87.7,180,240,75.0,55,123,44.7,1,2.7,3.3,-1.7,41,36,21,6,69,0,27,40,16,103,4,12,0,0,0,89,13,12,52.0,11,70,31,44.3,2.69,1.19,0.14,0.32,19.4,1,1,1,0.10,+3.3,+3.1,18,12,7,7,4,11,23,47.8,12,14,0,14,4,22,12,2,84,92.9,27,86,16,1,24,0,1.29,31,34,-3,-0.12,+0.89,26.8,34.3,-7.5,-0.29,-0.03,1150,5,106,433,630,111,1149,143,73,51.0,63,44.1,699,5212,2875,108,69,54,88,41,854,189
1483,Saša Lukić,SRB,MF,Fulham,Premier League,28,1996,22,21,1738,19.3,0,2,2,0,0,0,10,0,0.8,0.8,2.6,3.4,30,73,22,0.00,0.10,0.10,0.00,0.10,0.04,0.13,0.17,0.04,0.17,19.3,44,2.28,27,11,0,4,1,1,2,0.10,1,0,0,1,0,0,848,965,87.9,14360,3513,404,435,92.9,363,394,92.1,69,99,69.7,2,2.6,1.1,-0.6,21,78,10,4,73,0,49,23,0,49,22,29,0,0,0,87,18,18,50.0,0,11,1,9.1,0.57,0.05,0.00,0.00,19.0,0,0,0,0.07,-0.8,-0.8,54,29,15,35,4,16,43,37.2,27,16,6,10,22,76,26,0,79,66.6,21,82,8,1,16,0,1.45,28,28,0,0.00,-0.52,26.0,21.2,+4.8,+0.25,+0.05,1141,42,243,665,243,12,1141,13,6,46.2,4,30.8,634,3404,1722,30,33,3,16,6,732,22
1484,Milos Lukovic,SRB,FW,Strasbourg,Ligue 1,19,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,3,66.7,43,0,0,0,0,2,3,66.7,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,0,0,0,2,6,0,0.00,0,1,-1,-7.50,-7.85,0.1,0.5,-0.5,-3.43,-3.26,4,0,0,2,2,0,4,0,0,0,0,0,3,2,0,0,0,0,1,0,3,0
1485,Joe Lumley,ENG,GK,Southampton,Premier League,30,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,106,151,70.2,2342,1476,42,44,95.5,42,46,91.3,21,59,35.6,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,66.7,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,90,10.3,3,90,3,0,0,5,0.33,2,7,-5,-1.67,+0.03,2.8,9.1,-6.3,-2.09,-0.76,164,116,161,3,0,0,164,0,0,0,0,0,103,476,296,0,0,0,0,0,108,0
1486,Daniel Luna,COL,MF,Mallorca,La Liga,21,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,13,61.5,88,16,5,6,83.3,2,5,40.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,0.8,0,0,0,2,10,19,0.00,0,0,0,0.00,+0.22,0.3,0.5,-0.2,-0.91,-0.99,17,0,0,5,12,1,17,3,1,33.3,1,33.3,11,36,15,1,0,1,0,0,11,2
1487,Andriy Lunin,UKR,GK,Real Madrid,La Liga,26,1999,4,4,360,4.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0.00,0.25,0.25,0.00,0.25,0.00,0.23,0.23,0.00,0.23,4.0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0,125,147,85.0,2992,1778,31,32,96.9,61,61,100.0,32,53,60.4,1,0.9,0.0,+0.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,0,100.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,90,14.3,4,90,4,0,0,24,2.25,8,5,+3,+0.75,-0.46,6.5,4.7,+1.8,+0.45,-0.49,151,129,151,0,0,0,151,0,0,0,0,0,88,307,147,0,0,0,0,0,84,0
1488,Massimo Luongo,AUS,MF,Ipswich Town,Premier League,32,1992,7,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,39,53,73.6,551,135,24,27,88.9,11,16,68.8,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,5,0,1,2,0,1,2,5,0,0,0,10,1,0,100.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.0,0.0,8,5,6,1,1,4,7,57.1,3,4,2,2,2,10,2,0,26,6.9,2,68,0,5,9,8,0.86,1,5,-4,-1.99,-0.88,0.7,6.1,-5.5,-2.70,-1.78,72,9,32,24,16,1,72,0,0,0,0,0,38,140,25,0,0,0,2,3,41,1
1489,Sebastiano Luperto,ITA,DF,Cagliari,Serie A,28,1996,29,29,2610,29.0,1,3,4,1,0,0,2,0,2.0,2.0,1.3,3.3,20,79,8,0.03,0.10,0.14,0.03,0.14,0.07,0.04,0.11,0.07,0.11,29.0,26,0.90,21,0,0,5,0,0,4,0.14,2,0,0,2,0,0,1121,1327,84.5,21094,7055,368,397,92.7,663,727,91.2,82,179,45.8,3,1.3,0.7,+1.7,8,73,5,1,79,0,18,14,1,7,25,20,0,1,0,110,52,45,53.6,1,20,5,25.0,0.69,0.17,0.05,0.20,12.5,0,0,0,0.10,-1.0,-1.0,40,20,27,12,1,14,24,58.3,10,24,13,11,25,65,129,1,90,100.0,29,90,29,0,0,0,0.90,28,44,-16,-0.55,0,33.8,45.4,-11.6,-0.40,0,1617,218,904,651,69,26,1617,4,1,25.0,2,50.0,894,4218,2235,20,14,2,9,3,1025,8
1490,Zito Luvumbo,ANG,FW,Cagliari,Serie A,23,2002,18,13,1105,12.3,1,1,2,1,0,0,2,0,1.2,1.2,1.6,2.9,49,24,89,0.08,0.08,0.16,0.08,0.16,0.10,0.13,0.23,0.10,0.23,12.3,24,1.95,16,1,3,1,3,0,2,0.16,2,0,0,0,0,0,136,229,59.4,2027,540,87,111,78.4,40,72,55.6,8,22,36.4,1,1.6,1.0,-0.6,11,13,8,3,24,0,33,34,6,47,1,3,0,0,0,30,6,9,40.0,1,16,2,12.5,1.30,0.16,0.06,0.50,17.1,0,0,0,0.08,-0.2,-0.2,6,3,1,3,2,2,11,18.2,9,4,0,4,1,7,4,0,61,42.3,13,73,4,5,30,2,0.78,12,20,-8,-0.65,-0.17,15.9,19.8,-3.9,-0.32,+0.14,353,3,29,131,200,44,353,48,21,43.8,16,33.3,245,1899,974,49,16,23,45,21,270,89
1491,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,31,1993,14,10,860,9.6,0,4,4,0,0,0,2,0,0.1,0.1,1.5,1.6,9,42,25,0.00,0.42,0.42,0.00,0.42,0.01,0.15,0.16,0.01,0.16,9.6,28,2.93,14,14,0,0,0,0,5,0.52,4,1,0,0,0,0,426,593,71.8,8451,2819,160,186,86.0,209,266,78.6,52,116,44.8,4,1.5,1.8,+2.5,16,39,10,9,42,0,7,7,2,82,9,10,0,0,0,34,18,12,60.0,0,4,2,50.0,0.42,0.21,0.00,0.00,23.8,2,0,0,0.03,-0.1,-0.1,16,10,10,5,1,7,13,53.8,6,6,4,2,9,25,31,1,61,33.0,10,78,4,4,19,12,1.71,12,9,+3,+0.31,-0.30,10.5,9.7,+0.8,+0.08,-0.52,672,27,188,306,183,6,672,7,3,42.9,2,28.6,316,1235,566,9,4,1,6,3,401,25
1492,Senne Lynen,BEL,MF,Werder Bremen,Bundliga,26,1999,24,24,2035,22.6,0,0,0,0,0,0,8,0,0.8,0.8,0.5,1.3,6,71,26,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,22.6,22,0.97,20,0,0,1,0,1,2,0.09,2,0,0,0,0,0,832,1007,82.6,13261,3621,391,441,88.7,355,416,85.3,50,85,58.8,0,0.5,1.0,-0.5,7,62,12,0,71,0,28,19,0,4,50,30,0,0,0,145,18,20,47.4,0,17,2,11.8,0.75,0.09,0.00,0.00,22.5,0,0,0,0.04,-0.8,-0.8,61,30,31,24,6,33,58,56.9,25,48,12,36,50,111,56,5,85,87.0,24,85,13,0,0,0,1.38,35,47,-12,-0.53,-0.24,30.1,35.5,-5.4,-0.24,-0.88,1323,94,410,728,193,9,1323,25,9,36.0,13,52.0,644,2288,799,6,8,3,29,11,739,26
1493,Mathias Løvik,NOR,DF,Parma,Serie A,21,2003,4,0,83,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,1,6,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.19,0.10,0.19,0.9,1,1.08,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,38,51,74.5,626,97,15,19,78.9,18,22,81.8,3,5,60.0,0,0.1,0.0,-0.1,1,1,1,0,1,0,2,0,0,3,2,0,0,0,0,2,2,2,50.0,0,1,0,0.0,1.08,0.00,0.00,0,11.5,0,0,0,0.10,-0.1,-0.1,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,3,0,21,3.2,0,0,0,4,21,6,0.75,1,2,-1,-1.08,-0.62,1.8,2.1,-0.4,-0.38,+0.10,64,5,17,29,19,2,64,3,1,33.3,2,66.7,40,155,56,0,1,0,4,1,44,6
